text,label
wahdek ya hanona,1
ma7leha n7eb n9olha rani n7ebek men kol 9albi rabi y5alik 3,1
قناه الفساد مسخين واله اقليه مسخين كيفكم قعدو يتفرجوا فيكم اخيت,0
rak masta rak lasta,0
تفوه عليك وعلي برامجك يا خامج ياولد مفيده وعلي المقحبه الي قاعدين يتبعو فيك  كيف ما قالت ليلي الحجامه حماتك باش ترد نسا تونس لكل قحاب خاطر قالو عليها حجامه قحبه  انت بقيت في تونس باش تكمل تحقلها حلمها  اما نقولك الي موش العايلات لكل مسخين كيفكم يا خامج ياديوث تفوه عليك,0
واصل هكا و انشاء اله ديما متالق,1
lim3lma,1
بصراحه ما شاء اله عليه حسين الديك اش خلا الجمهور التونسي باش يهبل في جرتو,1
بالبلاده متاعو نحبوه مهبوله,0
برافو وليد التونسي يعطيك الصحه و راجل من ظهر راجل,1
تافه موش تعمل نقابه كي تعمل اوسكار او تونس فيها ثلاثه فنانين يتعدو علي الصوابع,0
maset laset pif,0
ensen rajel w behy kamel ki haka,1
rabi itawel fi 3omro momethel o 3lih leklem,1
كلها بوتكس انا متعجبنيش,0
tabarkalh 3lih,1
bravo ministre neji jalol,1
walahi baketni tbarkalah 3liha,1
rak maseta rak laseta,0
ahla monachite corage,1
تبارك اله عليها ياسر محترمه,1
alahi yehlko,0
تلافز شادينها الرهوط تفوه,0
الحمدله مرتاحين من منذرو هل اسمو شكيب مرزن ملايكتو و طينتو,0
ماسط لاسط كيفو كيف امين قاره,0
معلم y,1
vrament a7la sami wnchala rabi ywaf9ek wdima benje7,1
نسبه مشاهده كبيره رغم التشويش الي صار برافو واصل,1
mela maset w mya3a m5ebik tfoh3alik,0
maset laset ,0
faday7,0
97ab w mwabna w msaybin s8arhem yetfarjo m3ahom,0
جعفور يا معلم ربي يوفقك,1
هذيكا المعلمه انا نموت علها ونتمنی نحضرلها في مسرحيه,1
madh9el damha pf,0
mas5a kif ghirha ,0
لطفي بلاده ه,0
iklam ili 9alito is7i7 w t3jibni barcha iklamha ilkol imla5is,1
البرنامج ماسط و كوبيx0d,0
مثله و عليها الكلام ,1
محلاك الفه,1
مثله تحفونه برشا تعودنا بيها في الادوار الكوميديه,1
ma7laha 3 3,1
a7sen jaweb 3,1
machalah,1
bravo naji jalol bravo,1
akid x0d,1
yaser mast walh,0
el mohem mayjibech el masta meya welamboba,0
ma7lekom na9setha dali w rabi ifadhlelek elwalda rahi hadhika ras elmal,1
wlh chab3a dho7k,1
فكاهه و راب حاجه خارقه لعاده bravo kafon ,1
bravo samir safi sad ne7tarmo barcha liano sadek w fahem l histoire kol,1
mosalsal tahfon w 5edma tahfona ka e5raj w ka 9esa li ytfarj yel9a fih mot3a w tachwi9 w heda kefi bech ne3tbroh 3amal neja7 w bensba lel 9esa hewa yon9el fi partie mel we9a3 tonsi li ma yejem 7ad yenkro w moch ma3nha 5atr lmoslsal fih zina w wachem w 8iro w 8iro bech yfesed el mochtama3 ma y9ol hak ken li cha5sito d3ifa w klma tedih klma tjibo,1
rajel fihom,1
ya3tiha saha,1
فاشل عمر ما ضحك وزاد هذه قله تربيه الحريه عمرها ما كانت انك اتهين غيرك هذه قلت احترا,0
برافو وليد عندك موهبه في الميدان,1
مجموعه متاع انذال تلوج علفلوس بقله المعروف فكيف لمثلكم ان يتكلم عن المحاماه سامي الفهري خليك في شكون ولد مفيده و سي علاء والمثليهالمحاماه ارقي من افهامكم المنحطه,0
ya3tihomesaha,1
lokza,0
ماسطين برشا مستوي رديء يا اعلام العار,0
كلب بن كلب,0
se3a ena te3jebni etofla litso9 motoer,1
3sal 3sal 3sal aymen w smela alik ml mardh fia w le fik 3 3,1
انت معلم و احنا منك نتعلم,1
mskina ines 7ata fil mosalsel zharha m9awed,0
بصراحه راجل نشهدلو,1
bravo,1
متفهك و قفافه و تدافع علي تافه كيفها و عافسه في لندلسي نفلها راهو ميراكش انت وين,0
لعنه اله عليكم وتزيدو تشهرو بيه هالمسلسل الخشين واله ما يمثلو فيه كان اولاد الحرام انشاء اله ربي يهلكم في هالشهر الفضيل وزيد علي هذا ما يتفرج في هالمسلسل متاعكم كان المسخ الي كيفكم,0
nice bravo,1
wled mofida ma7lahom,1
tfih 3ala chleyek,0
kaleb sog mase5 la7ase 9a3ed ehez fi t7ine,0
لحاس,0
a7la 7al9a wlahw7sin dik raw3awhchem zeda m3alem,1
كيما عودتنا ديما محترفه في خدمتها لذلك في كلمه الاحتراف,1
تهبل,1
يا لطفي قتلك امي يزي مثرثره سكر فمك,0
a7la moselsel walah yfata9 ,1
شلايك,0
ana nmot 3liha 3asola,1
تاكدت انك امسط واحد ريتو في الدنيا يجي بعدك دالي النهدي ربي يستر لا تبرك هالبرنامج,0
عملوه تكركيره مله فضايح,0
مقدم تافه و تفاه,0
البرنامج كان نظيف مشيت جبت ملهط وسخت بيها روحك شنيه الفاءده الي تحقلك والا تسخن قبل العرس قداقش ساعات مسطك يا وافي,0
hlowa barcha bravo sami bon corage,1
راك ماسط راك لاسط ,0
يا سي مورو معلم ديما كلامك موزون,1
ya masi5 ya sami,0
نموت عليك يا كافون وهاو برجك طلع كيما برجي وي,1
3mali el jayer pf mamstqom a za7y,0
توفيق الغربي ترهدين و طحين x0d,0
هذا المنافق لابد له ان يرحل لانه انتهي وسقط من القلوب والعقول اولا ولازال الي يومنا يدافع عن ارهابي وهابي داعشي اسمه رضا الجوادي وبالمناسبه اتوجه بتحيه الي لطفي العماري,0
جاهله حقيره متخلفه منحطه بلانا بيها ربي كيفهم كيف كهنه معبد امون يسرقو وياكلو و يرقدو ما رينا منكم كين الهم و الهول من نهار اي جيتو حتي البلاد ضاربا فيها0d الزما اطنابها و وجوه الوح,0
maset,0
شكيب الدرويش اكبر منافق موش معقول في كل حلقه يخلق الفتنه و يتهكم راك انسان تافه و مكروه تفكيرك داعشي ,0
mala marik w hala mokerba,0
يكب سعدك يا مسخ تي نجلا طلعت تلصف قدامك,0
راجل وعليه الكلام و هذا هو فعل النّاس في كلام النّاس y,1
mana3rach 3leh n7eso monefe9,0
نشكر الاب المحترم الحنون اوجهله الف تحيه من الجزاءر,1
فنان بكل ما في الكلمه من معنيرجولتك و مواقفك تحكي عليكنحترمك برشا و كل ما نراك نقول مازال الخير في الدنيا,1
bravo walid walah baradtli 3ala 9albi w ya3tik sa7a ki ma skotech,1
makhyibha,0
bravo bravo brasmi bravo 5adoja,1
bravo,1
entom 9anet kafra,0
ديما بالبلاده متاعو ه,0
خساره اك الشعر الي في وجهك يا ناتن يا معفن يا خامج يا جيفه يا خروف تفوه عليك و علي الي يساند فيكيراك مهلوك انت و امثالك يا كلب الكلابهذه دعوه مني عليك في الفجر و انشاء اله ربي يقبل دعوتيقولو امين,0
ya7 el barnamej howa maset we zid ja hatha,0
طحين,0
مسلسل ايباحي هذا شنوا قله الحياء رانا في شهر فظيل,0
حاجه جديديه في تونس عجبني الفيديو و الكليب ,1
9erd,0
تفوه عليك وعلي برنامجك تجلطم عالفريقي يا مسخ تفوه,0
كلاب سامي الفهري في التلفزه وفي الانترنت الحسوه,0
يعمل العار,0
لطفي احسن حاجه مش نرمال,1
امسط و اسقط و اتفه و احقر و انذل عباد ربي,0
ربي يهلكهم و يطلع في صغارهم الكلاب وانت يا سند الابربي يعطيك الصبر و انشاءاله لاباس,0
maya3jibnich jimla,0
mra monadhla wma3ande man9ol faha,1
tanja7,1
عسل سي عبد الحميد نتمني نراك في مسلسلات رمضان العام هذا,1
maset meskina tones,0
yem3alem,1
rajel bravo,1
هذه هي المراه التونسيه الانيقه,1
معزو هالفنان برافو,1
tonsa kol mamstha wmnich nfadhlk,0
mo7tarma,1
momathla mo7trma w mobd3a tcharef tones 3,1
etjibo ghir felmabonat tfoh alik wa ali jabek,0
hlowa,1
ma7lekom ,1
ha nendebhom,0
weld homti bayrem to7fa w belid w fadlek w dima rekech f 9ahwet 5aled ,1
yaser masit w tafeh wzid yakel fil nabez w sakit x0d,0
masta lasta,0
شيب و العيب,0
اوه نوفل الورتاني لخوس ت حتي حد ماقالو راك عار علي التلفزه اخوس,0
ja3for ya m3adhebhom,1
ma3alem,1
قناه الحوار هي قناه الفساد,0
marzo9i rak fi 9alab,1
thabal sitkom dinia okra chab3a dhohk ya3tik isaha sami bravo libranc karim basam ilkol bravo,1
نفولك راك تافهه ومنعرفوكش واحمد الا ندلسي شكونك انت باش تعطي رايك فيه كانك علي حكايات تونسبه نفخ وشرب ماه هو هكا مسلسل تحكي عليه,0
المعلم لطفي العبدلي,1
derwich yederwich,0
patron dima mnawer 3,1
tahan,0
تفو حيوان و ماهوش متربي اله لا تربح الي جابك و رباك,0
7lowa,1
عله راك يا بيه,0
كالعاده ديمه متالقه وهذا موش جديد عليك برافوا,1
raw3a bravo karim,1
wa7dek ya ja3for ,1
يا ولدي راك معلم,1
elma5or etonsi,0
ملعون,0
tahfona la9ta,1
اتفوه علي الراجل فيكم ياحاوين يا خونه,0
oi hada jaw wele lawa7,1
الام قحبه والبو فاسد,0
ماسط وربي يهديكم امسط حلقه بطاله وروتين وارهاب وزيد توفيق الغربي,0
عسل,1
tefeh,0
مسكينه تونس,0
m3alem ,1
yab9a dima m3alem,1
mabledeha rikeha maset,0
el chib wel 3ib ,0
لا حول ولا قوه الا باله,0
rabi ywaf9ek we ykater men amtelik,1
انا توا عرفتها وقت نتفرج علي المسلسل تبارك اله عليها,1
enti jawharat lbarnamej w rod belek t4ib wela te7remna men dho7ktek lebnina 5alina nadh7ko behi ya hanen,1
اعلام العار بامتياز,0
بش نتفرج في حاجه تنفع خير من العفن متاعكم اشتحوا و غنوا وحدكم تونس اليوم دفنت ملايكه قتلتها افكاركم الارهابيه الي احبوا توصلولها,0
ماهوش صادق و ما يعرفش يسمع باش بعد يناقش ويحل واضحه جدا انتماءه,0
mala mas5a 5amja hathi,0
نحسها بهلوله شويا,0
راجل,1
berjolia bravo ahmed,1
kilma wa7da mosica tayara bravo,1
chalka,0
mala 5inzira ,0
من افضل البرامج بالتوفيق,1
ماسطه لاسطه,0
rabi ywaf9k,1
machealah,1
inti momethla hayla bravo wasel,1
ماسط ,0
bravo jalol,1
عجبتني الفازه برشا هع,1
bhim,0
ه كي تشوف وجهو تضحك و كي تسمع كلامو تندم راك ماسط,0
ma7leha,1
لا تمثلني ولا تقنعني ,0
تصويره حلوه تجمع بين ثعلوبه تونسيه ماكره مع كلب عربي ناتن ه,0
9alo barcha 7obx0d,0
ملاهط تونس,0
mast last ken b9a f ca medit rien 5ir klem nes f9ed mizto,0
عيب علي ا مين ولطفي الي يجيبو مواضيع كيف هكذا رانا نتفرجو مع العاءله اله يهديكم,0
3alkazi,0
ye3jebni,1
masta w khayba barcha,0
مسطو الطف,0
ana 3ejbtni t9etele bezin m7elek,1
يكب سعدو,0
ماشاء اله,1
ma7leha ele est tres spontane et naturele,1
masta lasta ele sat pas joer son rôle ,0
ماسطه شويه الحلقه بصراحه و كريم الغربي يتصنع في الدور,0
zayed ma3ha,1
هاءل و هاءل,1
بعد لباس و كلام الناس مازلنا باش نشوفوا هالخليقه في لِسَّه فاكر و اليوم الثامن و ختامها عندي منقلك اعلام العار ناس مستشهدا و هما لاهين بالشلايك هذي و الجنود محكوش عليهم كل جمعه ماد وجهو في هالقناه متاع القحب ,0
h tho7ka birasmi mil 9alib bravo o layna7ikom a3lina bon continuation,1
nan,1
ماسط,0
احمد الاندلسي سيدك يا نكرهاشكونك انت يا ماسطهيا فرحه الراجل الي باش ياخذك وفرحه بوكوهف يهزك,0
zeyed ye ja3for jawek wa7do,1
ياقو عليك ربي ياسامي,1
m3alem bravo,1
لا فلح لا في التمثيل لا و لا السياسه,0
ميعجبنش بنسبت 10,0
انا تعجبني برشا اما ياسر لا تخبش ولا دبشتفلفل شويه يا الفه,1
بالنشبه لامين باهي وعاقل ومتربي ونقي كان نقول ربي يوفقو,1
ما سط,0
ماهيش متربيه و مادام تشجع في لواط هذي موش تونسيه و الاسلام متشرفوش وحده عاهره,0
شلاكه لا اكثر لا اقل,0
مسطوها تقسط علينا كمرت البو صب الحلقه و يزي فك,0
برو اله يعريكم يا وجوه الضبوط ,0
maset laset,0
bravo sami rabi iwaf9ek,1
klamo s7i7,1
vrament zeyintu plateau me7lekom w tha7ktuna barcha,1
تفوه عليك يا كلب,0
شهبندر التجار  يا معلم قداش تشوط,1
taw belehi hadheya rapeur o,0
مومثله ناجحه او نتمنلالها مسفقبل مليء بل اعمال الجيده,1
bravo walid,1
احبك حتي النخاع يا علاء الشكر والتقدير ربي يحفضك يا احسن منشط في كل العالم ويقدرك علي فعل الخير خاصه مع الزوالي,1
حسبنا اله و نعم الوكيل,0
mech nrml rabi ya5lehalek,1
تحفه,1
mas9atha kalba 95tha rahi,0
3ijbitni tha7kto ya5i mazelt mawjoda,1
احسن لقطه في اخر المسلسل,1
kel 9o7b w lwabna ken mchet tnayek kher,0
فنانه bravo,1
bravo,1
برافوا وليد الحمد له مازال فما رجال يغاروا علی دينهم ويدافعوا عليه من ها الشواذ والمرتزقه,1
baydirman ya m3alem,1
waka lase2la ili sa2lohelo 9ima fi tafeha,0
bravo kafon w 8oneytek ele5ra 3ejbetni,1
ملا حاله وملا مستوي متاع سي الكبش الفرُك,0
as9et 5al9 rabi la3nt alah 3lik,0
bravo badr,1
مرا كلاس برشا و تعجبني برشا و عندها شخصيه شابوا ليك مدام,1
بارشا قحب ,0
cv ta3jbni mas kelma chway fiha rabi iwafgek nchala,1
kadhabe bohali mo3a9 ach mjayebkom fih,0
7ayawen pas ,0
صوت راءع و ماتيار برميار اروع,1
moro 3sal denya,1
توفيق الغربي طحان رهدان سكبان زعبان حصان بليد ركيك ماسط لاسط ومش راجل,0
نحن نعشق الحوار التونسي,1
متناقض هزيل الغلطه فلي انتخبوك,0
mobd3a o yesir mirobiya,1
مانيشمسامحx0d,0
بصراحه ياسر تزوفير وقله احياء,0
wa7dek ya m3alem,1
bac 4 h,1
فنان كبير ه و برفو ربي يعينو,1
نحن نعشق الحوار التونسي,1
sel3a mala mase5,0
تفوه علي هالرهط المسخ والخامج واله ڨابس تبرا من هالشكل هذا,0
ماسط,0
bravo walah,1
kalb kbir,0
مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو مسطو,0
5oya rabi m3ak wasel w nchala rabi m3ak,1
chnkrho hal mandher 5it 3lih,0
sa7bi brjlya m3alm rabi m3ak,1
يعطيك موصيبه برشا فسق هادا ياخماج,0
fdhaya7 moch 7ob,0
مقزمقرفx0d,0
قمه في التفاهه والغريب في الامر ان الناس تغني وترقص علي انغام هذه الحقيره الفاجره,0
المنافق,0
ma7leeh howa a7sen wa7ed ye3jebni,1
jaw,1
bravo kafon ya m3adhebhom ,1
sotek bahi b1,1
7aawen tfo 3ali may7chmch,0
nhibha barcha,1
و اله يا هاجر صحه ليه الي باش ياخذك و تشرّف اي تونسي يا بنت بلادي و محلاك,1
a7la rim walah bravo,1
mala marek tfoh 5omej,0
tafahet,0
mra tonsya mo7tarma brcha tbrkalah 3leha,1
sur t rayek fy mawtho3 methleya x0d,1
bravo,1
7lowa rahnan,1
جرذان مقمله تفيه عليهم مولي القهوه ماعملش اشتراك في بين سبور ماكس دونك بلع ماتحكيش عل اورو والبهايم تصدق فيك,0
معلم برافو عجبني بصراحه,1
3sal ya hanene,1
في كلمه احسن وحده bravo الي الامام,1
الشيب والعيب,0
يعطيه الصحه,1
الانسان لوحيد المحبوب من التوانسا لكل نطالب بترشح جعفور لانتخابات مع الشكر,1
انتم شعب جاهل فكيف تحكمون علي احمد الرحموني و تعملون له الف حساب تي هو احمد الرحموني واحد ميبون ديوث من اكبر الطحانه و النياكه هو من القصرين تفوه عليه,0
عجبني برشه وجيه الجندوبي,1
 تونس برجالها ربي يحميكم,1
ena metfarjtechx0d,0
mamsto,0
walid tonsi bravo farhatli a la 9albi ta reaction avec la jolie file,1
كافر ,0
baro na3el bokom we7ed we7ed,0
صوتها حلو ربي معاها ,1
mahoch rajil,0
ye3jbni rabi ykawi imeno w imena nase lkol ,1
sahrya tahfona testana fina,1
تفوه علي ما يحشمش تلم وهف يهزك ملا شلايك عليها من اله ما تستحق,0
ربي يحفظك يا عايشه اما رد بالك راك مازلت صغيره و المستقبل قدامك,1
متعسو يعمل الجاير,0
mamset din weldikom ya nawfel ras lebsal,0
محلاهيشجع و يسهل العيشه,1
عسل النحله ,1
mala 5alayek e3,0
مسلسل يبث في الفساد و الخمج في رمضان معناها صايم نهار كامل و تحاول تبعد علي كل ماهو يبطل صيامك و تصلي و تقرا القران و و و و في الاخر تفرج في مسلسل اولاد الحرام واله غريبه,0
قمه عار انوا ناقشوا في موضوع محرم في دين اسلامي نهي عليه القران واله شي اسف انو نشوفوا كيما هل اشكال في اعلام هدا بلصتوا الحبس موش طالب بحقوق زايد واله ان لم تستحي افعل ماشءت ,0
مش متروبي,0
wajiha il jandobi wa7adha fi tamthil d,1
brvo,1
تي راك لمعلم ,1
bravo ya semi,1
عندو شخصيه كلامو الكل حكمنور يا شيخ,1
مقتله ضحك برافو كريم,1
حلقه عالميه علخر خاصه كي بدر خطف بدر الصغير ه,1
tfoh 3lik,0
روعه حلقه هدي بجد,1
همل وقمل,0
انا نحب اولاد مفيده,1
مفيده الفاجره مسلسل شبه ارهابي,0
m3alem ma l9ach ro7o m3ah lotfi la3mari,1
عبد الفتاح كلامو كبير والسانو يغزل لحرير,1
اكبر حيوان نعله اله علي جابك,0
احسن مسلسل,1
lobza ki ras el fo9ma eli ken 9ablo,0
تي والە لا فيكم واحد صادق تفيە عليكم الزوز,0
nan,1
مصطفي الدلاجي يعجبني و صوطو تحفون برش 3 3,1
طز فيكم يا حمير,0
المعلم ولد الشعب,1
alah yehlekom rana faykin bikom wino il petrole,0
m3alema,1
باله بيه ما عاش تجيبوها تي زح تمعجن وهي قد امي من اكثر الناس لتصنع في طبيعتها,0
vrament a3az la9ta,1
msata,0
wlh m3lm,1
محلاها هيا اما الميكانيك احلي,1
sa9ta ines,0
فسده,0
بجاه ربي يا كلام الناس هاك مهدي الي جايبينو يعزف علي البيانو راهو مصيبه وكعبه لا يرحم واليكم راهو كارثه واسالوا اهل الموسيقي يخبروكم,0
franchement dis تعجبني,1
بارك اله فيك واله واقفه معاه خير من الف راجل,1
مخيب منظرك,0
ماشاء اله عسوله,1
bravo hanen,1
جعفور عز الناس,1
لباهي فيك انك ولد جمعيه,1
bravo,1
tfoh,0
خري و ماء سخون,0
مخيبوا من الناس الي بعاد علي الفن,0
نحبها ويعجبني كلامها,1
يا ليت عندنا 4 منك في تونس يا جعفور متربي ثقه راجل ربي يكثر منك الناس و اله,1
من ارقي النساء اناقه و ثقافه,1
mahlekom,1
welh ma3lem weld 7omti,1
عسوله,1
ya 3omri thebl,1
amona ya maset kil 3ada 3awdtna bemsatek wdhyefek kifk,0
برشه,1
wahdek walid ya m3alem,1
برنامج متاع موبنا نعنبو زك امكم يا خماج فيكم كان قحاب و موبنا واله نحلف عليكم تبادلو بنساء و سامي الفهري ينيك فيكم يا خماج برامج و مواضيع متاع وبنا واله نحلف عليكم كلكم ناقصين عصبا,0
وله منور,1
tbarkalah 3lik khalit enas ta3rfek wasel rabi m3ak,1
h bravo ,1
mrid maset laset,0
bravo walid rajel sid rjal,1
bravo a7la forja ,1
mamsto,0
ماديه برشا برغم الي هي خارج من وسط فقير لكنها ما ترحمش الزوالي وتحب تخدم كان لناس الي عندها,0
maset barcha,0
انت لمعلم و مورو منك نتعلم ,1
يا استاذه راضيه حنانه وخيتي سامحيني واع,0
monafe9 wmasa5,0
انا نكره الكذب حتي في المسلسلات,0
واحد فاسد يحب يغني في الخمج,0
اني نعشق انسان اسمو حسين الديك برافو كلام الناس كي جبتوه واحلا سهريه تعدات في كلام ناس ربي افضلكم لنا وديما منورين,1
behi,1
hbel yatikom saha,1
metrobi w ye3jbni ye5dem barcha w ma ye7kich barch 3akes barcha rabet rabi m3ah,1
ti3jibni barcha ,1
يا خويا امسط منك ما راتش عيني ,0
ma7lha moslesl,1
bjahrabi nahoh raho mibon,0
لعنه اله عليه هذيكا كلمه يقولها في المباشر  اما زايد الي مش متربي يقعد عمرو لكل هكاك,0
ma5ybihe,0
malek ro7i,1
تافه وجاهل وهذا الخطير,0
برافو,1
w lotfi 3o9detkom,0
ya zebi mamsto meyl9o meyla9to,0
ma7lehom rabi lemchamlhom yarab,1
برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو برافو واله هذا اش انجم انقلك يا وليدي كان 10 برافو وراجل وهذا اش اتخرج لحوم العربي واله هزيتلي راسي وفرحتني بيك برشا يا ولد حومتي يا راجل,1
ta7fona,1
جميله,1
opa 3l mobecher yaser mzyena lfaza ,1
يا جعفر انشاءاله ربي معاك ويسترك من العين,1
قحب و طرطور,0
ماسط ماشي فيبالو ضامر وهو امسط منو مريتش,0
m3alem,1
بلاصتو في الحبس,0
ضامر برشه,1
mas9tha walah,0
احسن الفنانين الي في تونس صلاح مصباح و مقداد السهيلي و محمد الجبالي,1
bravo olah,1
mra ta3rif ech tahki w echta3milnhebha barcha,1
mometel behi w eni ye3jebni w weld jam3ia wasel rabi m3ak,1
لمعلم,1
le traba7ha mazyenha,1
tafah pa ,0
لعن اله علي لي ما يستحي ,0
بصراحه bravo,1
ديما حلوه,1
كثرت علي ما وصاوك كشاكشك طالعه وانت تدافع علي الترويكا وبطبيعه الحال علي نهضتك الي خربت البلاد,0
bravo sami,1
yezew mesiyesa fadina menha,0
nan,1
bayrem rak maset,0
برافو مقداد صمتك في بعض الاحيان و عدم ردك علي بعض تدخلات الحاضرين معك يوحي باجابه ترضي المتفرج ,1
كلب وخنزير كبير,0
bravo walah,1
انسان منحط مسخ ,0
rajel ja3for bravo ,1
mabslo 3abd taw hedha ydhahek bjah rabi ,0
ناجي جلول انت كبرت في نضري,1
ana te 3jebni barcha,1
barcha tmanyik,0
برنامج في قمه السفاهه,0
اسوء حلقه شفنها في طريقه التقديم,0
h bravo sami,1
طفله عاقله ما شاء اله علاها,1
mamstik,0
ماسط,0
yfata9 nmot 3lik ya kafon,1
ماشاله عليك يا اميمه صوت و صوره,1
bravo,1
ka insana ta3jabni barcha bsara7a,1
yezini brebi chnya hal ham mamsthom aman chbiha manel hkika m3ankcha fih t9ol far ma5yebha x0d mamstha oh,0
تافه,0
ياسر ماحلاها وزيد عنا مثلين طياره برافو,1
كثرلها بالمساطه ,0
5amsa w 5mise 3la weld tonis a7la jo m3ah ,1
wajiha inhsha 3ala 3sabha chwaya was3 belk ya wajiha,0
bravo m3lam wrabi ykathir minik nes,1
ما فهمتش علاش يكرمو فيه راك ماسط,0
mra wa3liha leklem ,1
نورتنا سي عبد الفتاح كلامك الكل مقنع,1
انا لا احب وليد التونسي كفنان,0
ma yji chay ma na3rach lwah jeybino mastolna il sahria,0
nkolik miskin obara omiskin lotfi monfekh ilijabik bech yikdim bik wibayith soret ben ali monefik,0
wajiha ljandobi mithel lmra tonsia mra mo7tarma mobd3a et motha9fa,1
اذهب الي الجحيم ايها الابله,0
waw tfata9 ma7lek lyoma 3,1
انها تذكرني بقصه زوجه سيدنا لوط ودورها الشيطاني وانشاء اله تكون نهايتها علي غرارها,0
ربي يوفقك مثل عندو ما يقول في روحو,1
bravo layla chebi 3tat rayha fi el video bsaraha,1
yeser ta3ebe fi mo5o maset,0
يا زباله,0
bravo,1
bravo grand artiste ,1
rak m3alem w zid bravo 3al prog mt3 etesi3a,1
rak masita rak lasita,0
ele3lam etonsi welhiwar etonsi 3amlo el3ar bmawadhi3hom hedhi etfoh alikom ,0
9olelhem isakro 9anet irhabiya zitona,0
amona ya ta7fon ,1
ماسط لاسط ا,0
madhrob fi ro7o barcha,0
wa7dk walid,1
محلاها مريم بن شعبان,1
atyab 9alb,1
5aref mila tefha w met5alfa,0
h 3jbetni,1
bravo walid tonsi,1
m3lem,1
تعجبني كان في شوفلي حل ,1
ya em3alem ya yasin,1
اله يرحم والديك كيف رحمه اناس ربي اجازيك كل خير وربي يعتيك علا قد قلبك bravo,1
شعب تافه الي اقصي درجه فيقو نيكو,0
tfoh 3la 5majkom,0
ya chkoba ma7lek f tawatha3 mete3ek hay erjel moch kif la3bed eli f std w ya lotfi ya ma3lem kif kebisto an gom brawa7,1
احلي كوميدي في تونس,1
كارثه متنقله ها الفاسقه,0
masta lasta,0
rajel y,1
كريطه,0
برافو عالمي,1
tbarkalah 3lih ,1
راك توجع القلب وله ,0
ta7fona mwahra 3jbtini,1
bravo ena ye3jebni na3rfo f mosaque e,1
mamstek 3abd wejhek kil chitan w math9al damek w 9adech maragtha el7al9a pf 9adeh nekerhek w zedt krahtk,0
توفيق الغربي عجبتني,1
bravo chkib,1
محلاهم و خاصه الفتاه ,1
yejib mi jebya w ye7ot fil 5abya,0
هي قدوه لناس الكل و هي السب الي خلاني نتوجه حقوق كم اعشق تلك المراه التي تحدي العالم لتثبت وجودها,1
حلوه العفسه ه,1
ضامر,1
قاعد يخدم و ربي عينو معالم,1
من احسن المثلين بالكوميديا نحب نقول برافو و انشاء اله معاك ربي يا جعفور 3 3,1
za7mast ya sa7bi mast,0
ya3tikom wahef,0
كمشه مسيخ,0
mezyana,1
9afef enahtha,0
bel3aks ye3jebni tamthilha 3,1
enta m3alem,1
ماسط ياسر بلاصتو في بوابت عبداله قش يستقبل الحرفاء,0
m3alem,1
من الرعاع وسقط المتاع,0
من كثر المساطه هاني غيرت القناه ابقو فيها انتم و محرزيه و شكيب,0
واله تعجبني ان شاءاله بالتوفيق ونجاح,1
حلقه باهيا,1
maset b 9ilet torbito tajem tdha7ek la3bed b torbia,0
مالا منضر مشوم لاعب فيها مثقف وعندو في مخو انا مريت عندو كان الفساد و قله الحياء علي تونس السلام بالمناظر هذوا,0
ثعلوب d,0
امين قاره ابسل شخص في شمال افريقيا ه,0
bara ma5ybek tef,0
mala 5alka,0
lotfi ya m3adhabhom h nitfarej fih nadh7ek dha7ka mel galb,1
moch normal te3jeni 3ale5er,1
سلام مسي مارق و رزين وماسط,0
بصراحه برافو ياسامي علي هاستكوم واله شبعه ضحك,1
المعلم ,1
تفوه ياولد عاهر,0
مقاطع قناه العهر,0
اسءلتك ياسر تافه و ماتعرش تحاور الضيف نصحك اخدم الاسءله بالباهي قبل ما تبدا الحلقه,0
9tltna dha7k ,1
mast last,0
الفه فنانه بالحق صوت وحضور,1
فنان متالق انشاله ربي يوفقه,1
امسط انسان عرفتو في حياتي,0
احترم هذا الرجل كناءب في مجلس الشعب اكثر منه كناءب في المجلس التاسيسي ربما الخبره او قضيه بنك لازار التي زادت في شعبيه سي مهدي,1
ma5ibek ya maset,0
h baravo ya sami,1
a9wa wazyen momathla tonsiya lili yefhem wkol dawer yelezmo lok mo3ayen,1
tfih alik enti w afkarek a sami,0
bravo,1
makhyeb dhohkto,0
n9adro momthel behi,1
bravo ناجي جلول,1
bsayes katheb o monefa9,0
امين قاره باهي لكن علاش نوفل ماعادش هو ينشط,1
e5 echnkarho w7ed tefah mast lasat may3rach ymathel ,0
واحد معده يالطيف,0
مقداد بلاهي ارزن ه راجل كبير راك,0
تافه,0
